SOC_g_kg,log_SOC,depth_bin
0.928074246,0.656521704782988,50-100cm
0.580046404,0.4574542162278497,0-20cm
0.754060325,0.5619332861749915,0-20cm
0.638051044,0.4935071473385028,20-50cm
0.696055684,0.5283053693779048,50-100cm
0.580046404,0.4574542162278497,50-100cm
1.160092807,0.7701511869767564,0-20cm
1.102088167,0.7429312159138453,0-20cm
1.56612529,0.9423970919694907,20-50cm
0.522041763,0.42005269861625594,50-100cm
1.62412993,0.9647493858620633,50-100cm
1.56612529,0.9423970919694907,0-20cm
1.856148492,1.0494740361229478,0-20cm
1.392111369,0.8721763939510395,20-50cm
1.62412993,0.9647493858620633,50-100cm
5.005800464,1.792725746232027,0-20cm
4.257540603,1.659663351436984,20-50cm
3.921113689,1.593534864441604,20-50cm
2.030162413,1.1086162197349259,50-100cm
2.975638051,1.3801852511998272,50-100cm
6.728538283,2.044919748081826,0-20cm
2.204176334,1.1644550632722352,0-20cm
8.816705336,2.284085560572831,20-50cm
2.552204176,1.2675683054598799,50-100cm
1.392111369,0.8721763939510395,50-100cm
6.26450116,1.9829996312098825,0-20cm
3.422273782,1.4866539941324353,0-20cm
1.798143852,1.0289562873591707,20-50cm
2.726218097,1.3153938042827849,0-20cm
2.436194896,1.2343647242828897,0-20cm
1.50812065,0.9195337276742209,20-50cm
0.812064965,0.5944670596271033,50-100cm
1.218097448,0.7966498230397037,>100cm
1.740139211,1.0080087260436568,0-20cm
1.56612529,0.9423970919694907,0-20cm
1.682134571,0.9866129592159453,20-50cm
1.682134571,0.9866129592159453,50-100cm
1.102088167,0.7429312159138453,50-100cm
3.480278422,1.4996851922636585,0-20cm
3.248259861,1.4465094546204627,0-20cm
2.262180974,1.1823959821203476,20-50cm
1.914153132,1.069579256838409,0-20cm
1.218097448,0.7966498230397037,20-50cm
2.2,1.1631508098056809,0-20cm
1.4,0.8754687373538999,0-20cm
1.7,0.9932517730102833,20-50cm
1.5,0.9162907318741551,>100cm
1.3,0.832909122935104,0-20cm
1.3,0.832909122935104,0-20cm
2.1,1.1314021114911006,20-50cm
0.9,0.6418538861723948,50-100cm
0.7,0.5306282510621704,0-20cm
1.8,1.0296194171811583,0-20cm
1.8,1.0296194171811583,20-50cm
0.9,0.6418538861723948,50-100cm
5.5,1.8718021769015913,0-20cm
21.8,3.126760535960395,0-20cm
11.2,2.501435951739211,20-50cm
9.9,2.388762789235098,50-100cm
4.2,1.6486586255873816,0-20cm
3.8,1.5686159179138452,0-20cm
2.1,1.1314021114911006,20-50cm
2.0,1.0986122886681098,50-100cm
1.0,0.6931471805599453,50-100cm
13.9,2.7013612129514133,0-20cm
12.7,2.617395832834079,0-20cm
7.3,2.1162555148025524,20-50cm
6.4,2.0014800002101243,50-100cm
7.2,2.1041341542702074,50-100cm
44.7,3.822098297900159,0-20cm
17.5,2.917770732084279,0-20cm
13.6,2.681021528714291,20-50cm
18.9,2.990719731730447,0-20cm
6.6,2.028148247292285,0-20cm
3.4,1.4816045409242156,20-50cm
6.0,1.9459101490553132,50-100cm
11.7,2.5416019934645457,0-20cm
11.6,2.533696813957432,20-50cm
24.7,3.246490991901174,0-20cm
21.0,3.091042453358316,0-20cm
22.8,3.169685580677429,20-50cm
18.6,2.975529566236472,50-100cm
10.9,2.4765384001174837,0-20cm
10.8,2.468099531471619,0-20cm
4.8,1.7578579175523736,20-50cm
4.5,1.7047480922384253,50-100cm
35.1,3.586292865338835,0-20cm
24.3,3.2308043957334744,0-20cm
12.3,2.5877640352277083,50-100cm
8.8,2.2823823856765264,50-100cm
7.6,2.151762203259462,0-20cm
9.1,2.312535423847214,0-20cm
9.1,2.312535423847214,20-50cm
7.6,2.151762203259462,50-100cm
25.0,3.258096538021482,0-20cm
38.0,3.6635616461296463,0-20cm
2.4,1.2237754316221157,0-20cm
2.7,1.308332819650179,0-20cm
3.2,1.4350845252893227,50-100cm
2.7,1.308332819650179,50-100cm
4.292343387,1.666261132091644,0-20cm
4.524361949,1.709167756391095,0-20cm
4.060324826,1.6214306761006323,20-50cm
2.958236659,1.3757986379648754,50-100cm
3.13225058,1.4188221931746843,50-100cm
4.118329466,1.6328281096398902,0-20cm
2.900232019,1.361036043417301,0-20cm
1.972157773,1.0892882119202307,20-50cm
2.436194896,1.2343647242828897,50-100cm
4.64037123,1.7299498842658516,0-20cm
4.988399072,1.7898241096272645,0-20cm
4.060324826,1.6214306761006323,20-50cm
3.016241299,1.3903464649967827,20-50cm
1.682134571,0.9866129592159453,50-100cm
5.916473318,1.9339060035937803,0-20cm
4.69837587,1.7401811991510703,0-20cm
3.538283063,1.5125487605692358,20-50cm
2.668213457,1.2997047470848513,50-100cm
3.654292343,1.5377898783348827,>100cm
7.946635731,2.191277565642508,0-20cm
5.742459397,1.9084247540633008,0-20cm
4.814385151,1.7603350453845883,20-50cm
4.582366589,1.7196128063722729,20-50cm
3.828306265,1.5744957363932024,50-100cm
6.496519722,2.01443887577708,0-20cm
5.916473318,1.9339060035937803,0-20cm
4.582366589,1.7196128063722729,20-50cm
3.944315545,1.5982385419455967,20-50cm
3.422273782,1.4866539941324353,50-100cm
7.366589327,2.1242463136420437,0-20cm
7.83062645,2.17822595773921,0-20cm
6.786542923,2.052396977427628,50-100cm
4.292343387,1.666261132091644,50-100cm
4.118329466,1.6328281096398902,50-100cm
5.278422274,1.8371187186617233,0-20cm
3.828306265,1.5744957363932024,0-20cm
3.538283063,1.5125487605692358,20-50cm
2.494199536,1.2511043182667152,50-100cm
2.378190255,1.2173401385876361,50-100cm
3.770301624,1.5624095364440707,0-20cm
1.798143852,1.0289562873591707,0-20cm
1.50812065,0.9195337276742209,50-100cm
1.276102088,0.8224643693882208,50-100cm
1.160092807,0.7701511869767564,>100cm
0.928074246,0.656521704782988,0-20cm
0.522041763,0.42005269861625594,0-20cm
0.522041763,0.42005269861625594,20-50cm
0.812064965,0.5944670596271033,20-50cm
0.870069606,0.6259756526336497,50-100cm
4.466357309,1.6986124547437058,0-20cm
3.538283063,1.5125487605692358,0-20cm
2.320185615,1.200020689498126,20-50cm
2.320185615,1.200020689498126,50-100cm
0.464037123,0.3811977724580676,0-20cm
0.580046404,0.4574542162278497,0-20cm
0.406032483,0.3407718962510452,20-50cm
0.580046404,0.4574542162278497,20-50cm
0.464037123,0.3811977724580676,50-100cm
0.986078886,0.6861622858814522,0-20cm
0.348027842,0.29864266657948874,0-20cm
0.464037123,0.3811977724580676,0-20cm
0.290023202,0.25466020425834535,0-20cm
0.580046404,0.4574542162278497,20-50cm
0.348027842,0.29864266657948874,50-100cm
0.522041763,0.42005269861625594,>100cm
2.726218097,1.3153938042827849,0-20cm
2.784222738,1.3308405125650895,0-20cm
0.986078886,0.6861622858814522,0-20cm
0.638051044,0.4935071473385028,20-50cm
0.696055684,0.5283053693779048,50-100cm
0.638051044,0.4935071473385028,50-100cm
3.364269142,1.4734507393046723,0-20cm
2.146171694,1.1461863784806638,0-20cm
3.07424594,1.404685684171041,20-50cm
3.306264501,1.4600708232052213,50-100cm
3.538283063,1.5125487605692358,50-100cm
3.596287703,1.5252489565912695,0-20cm
3.07424594,1.404685684171041,0-20cm
3.712296984,1.5501754715278433,20-50cm
2.262180974,1.1823959821203476,50-100cm
2.436194896,1.2343647242828897,0-20cm
2.262180974,1.1823959821203476,20-50cm
1.740139211,1.0080087260436568,50-100cm
1.50812065,0.9195337276742209,50-100cm
1.798143852,1.0289562873591707,0-20cm
1.044083527,0.7149495359879368,0-20cm
1.392111369,0.8721763939510395,20-50cm
7.714617169,2.165001750181541,0-20cm
8.584686775,2.2601666972990686,0-20cm
5.452436195,1.8644577641463982,20-50cm
2.842227378,1.3460522447919403,50-100cm
1.50812065,0.9195337276742209,>100cm
15.25522042,2.788414113799274,0-20cm
8.932714617,2.295833816024146,0-20cm
3.364269142,1.4734507393046723,20-50cm
2.784222738,1.3308405125650895,50-100cm
2.030162413,1.1086162197349259,50-100cm
6.148491879,1.96690140844391,0-20cm
2.204176334,1.1644550632722352,0-20cm
1.276102088,0.8224643693882208,20-50cm
1.62412993,0.9647493858620633,50-100cm
2.320185615,1.200020689498126,50-100cm
4.002320186,1.6099018420021345,0-20cm
3.016241299,1.3903464649967827,0-20cm
1.798143852,1.0289562873591707,20-50cm
1.50812065,0.9195337276742209,20-50cm
6.26450116,1.9829996312098825,0-20cm
3.654292343,1.5377898783348827,0-20cm
1.914153132,1.069579256838409,20-50cm
2.030162413,1.1086162197349259,50-100cm
7.018561485,2.0817590398303256,0-20cm
4.118329466,1.6328281096398902,0-20cm
3.538283063,1.5125487605692358,20-50cm
2.726218097,1.3153938042827849,50-100cm
2.726218097,1.3153938042827849,50-100cm
3.712296984,1.5501754715278433,0-20cm
3.596287703,1.5252489565912695,0-20cm
3.248259861,1.4465094546204627,20-50cm
3.538283063,1.5125487605692358,50-100cm
3.828306265,1.5744957363932024,50-100cm
11.25290023,2.505762662438444,0-20cm
11.07888631,2.4914589953758495,0-20cm
8.468677494,2.2479892452809844,20-50cm
5.742459397,1.9084247540633008,50-100cm
3.422273782,1.4866539941324353,0-20cm
3.13225058,1.4188221931746843,0-20cm
3.07424594,1.404685684171041,20-50cm
3.364269142,1.4734507393046723,50-100cm
6.728538283,2.044919748081826,0-20cm
5.104408353,1.809011190990897,0-20cm
1.856148492,1.0494740361229478,20-50cm
1.740139211,1.0080087260436568,50-100cm
1.50812065,0.9195337276742209,50-100cm
12.6450116,2.6133740042881923,0-20cm
9.3387471,2.3358986915258138,20-50cm
3.422273782,1.4866539941324353,20-50cm
2.784222738,1.3308405125650895,50-100cm
2.320185615,1.200020689498126,50-100cm
10.26682135,2.4218622430165584,0-20cm
2.784222738,1.3308405125650895,20-50cm
1.682134571,0.9866129592159453,20-50cm
1.276102088,0.8224643693882208,50-100cm
14.73317865,2.755771772307273,0-20cm
10.78886311,2.467155281570677,0-20cm
4.930394432,1.780090725468795,50-100cm
4.002320186,1.6099018420021345,>100cm
3.538283063,1.5125487605692358,0-20cm
3.248259861,1.4465094546204627,0-20cm
2.668213457,1.2997047470848513,20-50cm
2.552204176,1.2675683054598799,50-100cm
6.786542923,2.052396977427628,0-20cm
6.148491879,1.96690140844391,0-20cm
3.886310905,1.586437602616289,20-50cm
3.480278422,1.4996851922636585,50-100cm
3.13225058,1.4188221931746843,50-100cm
5.916473318,1.9339060035937803,0-20cm
3.596287703,1.5252489565912695,0-20cm
2.784222738,1.3308405125650895,20-50cm
3.828306265,1.5744957363932024,50-100cm
2.030162413,1.1086162197349259,0-20cm
1.56612529,0.9423970919694907,0-20cm
1.50812065,0.9195337276742209,20-50cm
2.610208817,1.2837656147162086,0-20cm
3.016241299,1.3903464649967827,0-20cm
2.610208817,1.2837656147162086,20-50cm
2.958236659,1.3757986379648754,50-100cm
1.914153132,1.069579256838409,50-100cm
7.134570766,2.096122975419075,0-20cm
3.770301624,1.5624095364440707,0-20cm
2.088167053,1.1275777281734074,50-100cm
1.392111369,0.8721763939510395,>100cm
5.278422274,1.8371187186617233,0-20cm
2.262180974,1.1823959821203476,0-20cm
1.798143852,1.0289562873591707,20-50cm
1.56612529,0.9423970919694907,50-100cm
1.160092807,0.7701511869767564,50-100cm
1.276102088,0.8224643693882208,0-20cm
0.986078886,0.6861622858814522,0-20cm
0.928074246,0.656521704782988,20-50cm
0.928074246,0.656521704782988,50-100cm
2.494199536,1.2511043182667152,0-20cm
2.494199536,1.2511043182667152,0-20cm
1.914153132,1.069579256838409,20-50cm
8.410672854,2.241844455185516,0-20cm
8.700696056,2.2721976412853455,20-50cm
12.29698376,2.587537224545704,20-50cm
8.700696056,2.2721976412853455,50-100cm
6.438515081,2.00667124303799,50-100cm
2.726218097,1.3153938042827849,0-20cm
2.610208817,1.2837656147162086,0-20cm
2.146171694,1.1461863784806638,20-50cm
1.044083527,0.7149495359879368,50-100cm
4.524361949,1.709167756391095,0-20cm
2.784222738,1.3308405125650895,0-20cm
1.334106729,0.8476292607537498,20-50cm
0.986078886,0.6861622858814522,50-100cm
0.870069606,0.6259756526336497,50-100cm
1.044083527,0.7149495359879368,50-100cm
1.972157773,1.0892882119202307,0-20cm
2.668213457,1.2997047470848513,0-20cm
0.986078886,0.6861622858814522,20-50cm
0.696055684,0.5283053693779048,50-100cm
5.394431555,1.8554275421041846,0-20cm
1.334106729,0.8476292607537498,20-50cm
0.986078886,0.6861622858814522,20-50cm
1.682134571,0.9866129592159453,50-100cm
2.378190255,1.2173401385876361,0-20cm
2.204176334,1.1644550632722352,0-20cm
2.146171694,1.1461863784806638,50-100cm
2.030162413,1.1086162197349259,>100cm
3.016241299,1.3903464649967827,0-20cm
2.784222738,1.3308405125650895,0-20cm
2.494199536,1.2511043182667152,20-50cm
1.972157773,1.0892882119202307,50-100cm
1.856148492,1.0494740361229478,>100cm
4.524361949,1.709167756391095,0-20cm
2.668213457,1.2997047470848513,0-20cm
1.856148492,1.0494740361229478,20-50cm
1.334106729,0.8476292607537498,>100cm
6.844547564,2.059818712628983,0-20cm
6.3225058,1.9909525917986457,0-20cm
4.118329466,1.6328281096398902,20-50cm
1.972157773,1.0892882119202307,50-100cm
4.582366589,1.7196128063722729,0-20cm
2.900232019,1.361036043417301,0-20cm
1.856148492,1.0494740361229478,20-50cm
1.392111369,0.8721763939510395,50-100cm
1.160092807,0.7701511869767564,50-100cm
3.248259861,1.4465094546204627,0-20cm
3.422273782,1.4866539941324353,0-20cm
4.350348028,1.677161610754745,20-50cm
2.030162413,1.1086162197349259,50-100cm
2.146171694,1.1461863784806638,>100cm
2.378190255,1.2173401385876361,0-20cm
1.50812065,0.9195337276742209,0-20cm
0.754060325,0.5619332861749915,20-50cm
0.406032483,0.3407718962510452,50-100cm
3.770301624,1.5624095364440707,0-20cm
3.07424594,1.404685684171041,0-20cm
2.262180974,1.1823959821203476,20-50cm
2.204176334,1.1644550632722352,50-100cm
0.464037123,0.3811977724580676,0-20cm
0.406032483,0.3407718962510452,0-20cm
0.232018561,0.20865393074459407,50-100cm
0.406032483,0.3407718962510452,0-20cm
0.348027842,0.29864266657948874,0-20cm
0.580046404,0.4574542162278497,0-20cm
0.232018561,0.20865393074459407,0-20cm
0.174013921,0.1604285790868798,20-50cm
0.348027842,0.29864266657948874,50-100cm
1.276102088,0.8224643693882208,0-20cm
0.928074246,0.656521704782988,0-20cm
1.50812065,0.9195337276742209,50-100cm
1.044083527,0.7149495359879368,50-100cm
0.812064965,0.5944670596271033,0-20cm
0.580046404,0.4574542162278497,0-20cm
0.580046404,0.4574542162278497,20-50cm
0.522041763,0.42005269861625594,50-100cm
0.986078886,0.6861622858814522,>100cm
0.986078886,0.6861622858814522,0-20cm
0.638051044,0.4935071473385028,0-20cm
0.638051044,0.4935071473385028,0-20cm
0.580046404,0.4574542162278497,0-20cm
0.580046404,0.4574542162278497,20-50cm
0.464037123,0.3811977724580676,0-20cm
0.406032483,0.3407718962510452,0-20cm
0.696055684,0.5283053693779048,0-20cm
0.406032483,0.3407718962510452,0-20cm
0.638051044,0.4935071473385028,20-50cm
0.580046404,0.4574542162278497,50-100cm
0.522041763,0.42005269861625594,50-100cm
1.450116009,0.8961353740478757,0-20cm
2.552204176,1.2675683054598799,0-20cm
1.392111369,0.8721763939510395,0-20cm
1.798143852,1.0289562873591707,0-20cm
2.668213457,1.2997047470848513,0-20cm
2.030162413,1.1086162197349259,0-20cm
1.0,0.6931471805599453,0-20cm
0.9,0.6418538861723948,0-20cm
0.9,0.6418538861723948,20-50cm
1.1,0.7419373447293773,0-20cm
1.1,0.7419373447293773,0-20cm
0.7,0.5306282510621704,20-50cm
0.8,0.5877866649021191,50-100cm
1.3,0.832909122935104,0-20cm
2.1,1.1314021114911006,0-20cm
1.1,0.7419373447293773,20-50cm
0.9,0.6418538861723948,50-100cm
4.2,1.6486586255873816,0-20cm
1.4,0.8754687373538999,0-20cm
1.5,0.9162907318741551,20-50cm
0.9,0.6418538861723948,50-100cm
0.6,0.4700036292457355,50-100cm
0.5,0.4054651081081644,>100cm
4.2,1.6486586255873816,0-20cm
1.4,0.8754687373538999,0-20cm
1.5,0.9162907318741551,20-50cm
0.9,0.6418538861723948,20-50cm
0.6,0.4700036292457355,50-100cm
0.5,0.4054651081081644,>100cm
2.8,1.33500106673234,0-20cm
2.7,1.308332819650179,0-20cm
2.0,1.0986122886681098,20-50cm
6.8,2.0541237336955462,50-100cm
3.0,1.3862943611198906,50-100cm
1.4,0.8754687373538999,0-20cm
1.8,1.0296194171811583,20-50cm
1.5,0.9162907318741551,20-50cm
1.0,0.6931471805599453,50-100cm
5.1,1.8082887711792655,0-20cm
5.1,1.8082887711792655,0-20cm
2.2,1.1631508098056809,0-20cm
1.6,0.9555114450274363,20-50cm
0.8,0.5877866649021191,>100cm
1.4,0.8754687373538999,0-20cm
1.1,0.7419373447293773,0-20cm
0.9,0.6418538861723948,20-50cm
0.8,0.5877866649021191,50-100cm
155.0,5.049856007249537,0-20cm
157.9,5.0682750735426705,0-20cm
148.8,5.00930107108312,20-50cm
154.9,5.049214776063731,50-100cm
62.7,4.154184562578117,>100cm
15.5,2.803360380906535,0-20cm
15.7,2.8154087194227095,0-20cm
9.0,2.302585092994046,20-50cm
3.3,1.4586150226995167,50-100cm
43.9,3.8044377947482086,0-20cm
34.7,3.5751506887855933,0-20cm
27.3,3.342861804649192,20-50cm
13.3,2.6602595372658615,50-100cm
4.2,1.6486586255873816,50-100cm
38.6,3.6788291182604347,0-20cm
33.3,3.535145354171894,0-20cm
14.8,2.760009940032921,20-50cm
8.0,2.1972245773362196,50-100cm
4.7,1.7404661748405046,50-100cm
37.2,3.6428355156125294,0-20cm
21.9,3.131136910560194,0-20cm
15.7,2.8154087194227095,20-50cm
9.8,2.379546134130174,50-100cm
105.9,4.671893818030999,0-20cm
131.7,4.888090941338162,0-20cm
90.8,4.519612297626445,20-50cm
90.0,4.51085950651685,50-100cm
92.7,4.540098189244376,>100cm
81.2,4.409155302062135,0-20cm
50.1,3.933784497209659,20-50cm
42.3,3.768152635008444,50-100cm
37.8,3.6584202466292277,50-100cm
62.2,4.146304301152812,0-20cm
60.1,4.11251186617755,0-20cm
53.3,3.9945242269398897,20-50cm
15.2,2.785011242238338,50-100cm
22.1,3.139832617527748,0-20cm
21.9,3.131136910560194,0-20cm
20.8,3.0819099697950434,20-50cm
10.9,2.4765384001174837,50-100cm
68.8,4.2456340097683265,0-20cm
56.8,4.056988775678332,0-20cm
43.9,3.8044377947482086,20-50cm
14.1,2.714694743820879,50-100cm
53.3,3.9945242269398897,0-20cm
47.0,3.871201010907891,20-50cm
42.3,3.768152635008444,50-100cm
3.6,1.5260563034950494,>100cm
63.1,4.160444363926624,0-20cm
42.1,3.763522997109702,20-50cm
11.7,2.5416019934645457,50-100cm
19.4,3.0155349008501706,0-20cm
12.0,2.5649493574615367,20-50cm
2.0,1.0986122886681098,50-100cm
1.9,1.0647107369924282,50-100cm
12.4,2.5952547069568657,0-20cm
11.3,2.509599262378372,0-20cm
7.9,2.186051276738094,20-50cm
3.6,1.5260563034950494,50-100cm
21.7,3.122364924487357,0-20cm
18.9,2.990719731730447,0-20cm
18.8,2.9856819377004897,20-50cm
16.8,2.8791984572980396,50-100cm
9.7,2.3702437414678603,>100cm
12.1,2.5726122302071057,0-20cm
3.1,1.410986973710262,0-20cm
1.4,0.8754687373538999,20-50cm
1.0,0.6931471805599453,50-100cm
52.7,3.983413001514819,0-20cm
44.1,3.8088822465086327,0-20cm
20.9,3.086486636822455,20-50cm
6.7,2.0412203288596382,50-100cm
32.9,3.5234150143864045,0-20cm
26.6,3.3178157727231046,0-20cm
8.9,2.2925347571405443,20-50cm
11.1,2.4932054526026954,50-100cm
18.8,2.9856819377004897,50-100cm
43.2,3.7887247890836524,0-20cm
17.0,2.8903717578961645,20-50cm
8.2,2.2192034840549946,20-50cm
64.6,4.183575695950044,0-20cm
18.5,2.970414465569701,20-50cm
17.7,2.928523523860541,20-50cm
11.8,2.5494451709255714,20-50cm
48.1,3.893859034800475,0-20cm
38.9,3.686376323895818,0-20cm
5.4,1.8562979903656263,20-50cm
46.7,3.8649313978942956,0-20cm
17.4,2.91235066461494,20-50cm
4.1,1.62924053973028,20-50cm
73.8,4.314817884980432,0-20cm
49.5,3.9219733362813143,0-20cm
5.0,1.791759469228055,20-50cm
3.5,1.5040773967762742,50-100cm
118.6,4.784152841516532,0-20cm
74.6,4.3254562831854875,0-20cm
52.0,3.970291913552122,20-50cm
67.0,4.219507705176107,50-100cm
65.0,4.189654742026425,0-20cm
56.8,4.056988775678332,0-20cm
37.0,3.6375861597263857,20-50cm
13.9,2.7013612129514133,50-100cm
56.4,4.050044303325521,0-20cm
55.3,4.030694535145645,0-20cm
16.7,2.8735646395797834,20-50cm
4.4,1.6863989535702288,20-50cm
65.8,4.2017030805426,0-20cm
35.3,3.591817741270805,20-50cm
6.3,1.9878743481543455,20-50cm
2.8,1.33500106673234,50-100cm
100.0,4.61512051684126,0-20cm
55.8,4.039536325727106,0-20cm
54.7,4.019980146933238,20-50cm
20.3,3.0587070727153796,20-50cm
3.1,1.410986973710262,50-100cm
30.0,3.4339872044851463,0-20cm
15.4,2.797281334830153,0-20cm
2.7,1.308332819650179,20-50cm
6.3,1.9878743481543455,20-50cm
1.9,1.0647107369924282,50-100cm
28.7,3.391147045808654,0-20cm
18.5,2.970414465569701,0-20cm
9.5,2.3513752571634776,20-50cm
45.7,3.8437441646748516,0-20cm
29.2,3.407841924380824,0-20cm
9.5,2.3513752571634776,50-100cm
3.9,1.589235205116581,50-100cm
31.3,3.475067230228611,0-20cm
24.4,3.2347491740244907,0-20cm
11.6,2.533696813957432,20-50cm
3.3,1.4586150226995167,50-100cm
4.5,1.7047480922384253,>100cm
41.1,3.7400477406883357,0-20cm
24.6,3.242592351485517,0-20cm
7.2,2.1041341542702074,20-50cm
4.5,1.7047480922384253,50-100cm
29.0,3.4011973816621555,0-20cm
23.9,3.214867803470662,0-20cm
19.4,3.0155349008501706,20-50cm
8.2,2.2192034840549946,50-100cm
20.3,3.0587070727153796,0-20cm
14.2,2.7212954278522306,0-20cm
10.3,2.424802725718295,20-50cm
4.0,1.6094379124341003,50-100cm
6.4,2.0014800002101243,50-100cm
44.7,3.822098297900159,0-20cm
21.3,3.104586678466073,0-20cm
22.9,3.173878458937465,20-50cm
5.8,1.916922612182061,50-100cm
18.3,2.9601050959108397,0-20cm
5.6,1.8870696490323797,20-50cm
2.6,1.2809338454620642,20-50cm
2.1,1.1314021114911006,50-100cm
23.3,3.190476350346503,0-20cm
15.5,2.803360380906535,0-20cm
6.8,2.0541237336955462,20-50cm
2.8,1.33500106673234,50-100cm
2.3,1.1939224684724346,50-100cm
39.5,3.7013019741124933,0-20cm
22.3,3.1484533605716547,0-20cm
5.0,1.791759469228055,20-50cm
2.9,1.3609765531356006,50-100cm
38.1,3.66612246699132,0-20cm
37.6,3.653252276470785,0-20cm
78.7,4.378269585796169,0-20cm
55.1,4.027135812528651,0-20cm
26.8,3.3250360206965914,20-50cm
3.3,1.4586150226995167,0-20cm
8.2,2.2192034840549946,0-20cm
35.0,3.58351893845611,0-20cm
7.8,2.174751721484161,0-20cm
4.1,1.62924053973028,20-50cm
36.0,3.6109179126442243,0-20cm
26.5,3.3141860046725258,0-20cm
12.1,2.5726122302071057,20-50cm
9.1,2.312535423847214,50-100cm
9.9,2.388762789235098,0-20cm
7.8,2.174751721484161,0-20cm
3.9,1.589235205116581,20-50cm
4.8,1.7578579175523736,50-100cm
14.8,2.760009940032921,0-20cm
15.4,2.797281334830153,0-20cm
7.5,2.1400661634962708,20-50cm
3.6,1.5260563034950494,0-20cm
5.5,1.8718021769015913,0-20cm
7.6,2.151762203259462,20-50cm
6.5,2.0149030205422647,50-100cm
16.4,2.856470206220483,0-20cm
12.7,2.617395832834079,0-20cm
9.9,2.388762789235098,20-50cm
7.3,2.1162555148025524,50-100cm
9.1,2.312535423847214,50-100cm
42.5,3.7727609380946383,0-20cm
33.4,3.5380565643793527,0-20cm
14.4,2.7343675094195836,20-50cm
9.6,2.3608540011180215,50-100cm
4.2,1.6486586255873816,50-100cm
22.5,3.1570004211501135,0-20cm
15.7,2.8154087194227095,0-20cm
11.8,2.5494451709255714,20-50cm
9.5,2.3513752571634776,20-50cm
4.9,1.7749523509116738,50-100cm
10.7,2.4595888418037104,0-20cm
7.7,2.1633230256605382,0-20cm
6.9,2.066862759472976,20-50cm
1.8,1.0296194171811583,20-50cm
1.7,0.9932517730102833,50-100cm
15.8,2.8213788864092133,0-20cm
13.7,2.6878474937846906,20-50cm
5.5,1.8718021769015913,20-50cm
3.1,1.410986973710262,50-100cm
6.5,2.0149030205422647,0-20cm
3.4,1.4816045409242156,0-20cm
1.4,0.8754687373538999,20-50cm
0.7,0.5306282510621704,50-100cm
18.1,2.9496883350525844,0-20cm
6.0,1.9459101490553132,0-20cm
6.0,1.9459101490553132,20-50cm
4.5,1.7047480922384253,50-100cm
25.2,3.265759410767051,0-20cm
16.8,2.8791984572980396,0-20cm
10.2,2.4159137783010487,0-20cm
7.3,2.1162555148025524,20-50cm
7.2,2.1041341542702074,20-50cm
15.7,2.8154087194227095,0-20cm
11.1,2.4932054526026954,0-20cm
5.7,1.9021075263969205,0-20cm
5.2,1.824549292051046,0-20cm
34.1,3.55820113047182,0-20cm
19.5,3.0204248861443626,20-50cm
55.2,4.028916756899646,0-20cm
30.4,3.4468078929142076,20-50cm
45.5,3.8394523125933104,0-20cm
21.0,3.091042453358316,0-20cm
2.3,1.1939224684724346,20-50cm
7.018561485,2.0817590398303256,0-20cm
5.510440835,1.873407170517675,0-20cm
3.364269142,1.4734507393046723,0-20cm
2.784222738,1.3308405125650895,50-100cm
2.842227378,1.3460522447919403,0-20cm
3.13225058,1.4188221931746843,0-20cm
6.20649652,1.9749829136435195,20-50cm
1.856148492,1.0494740361229478,20-50cm
1.56612529,0.9423970919694907,50-100cm
11.4,2.517696472610991,0-20cm
5.0,1.791759469228055,20-50cm
4.4,1.6863989535702288,50-100cm
3.3,1.4586150226995167,50-100cm
8.8,2.2823823856765264,0-20cm
7.0,2.0794415416798357,20-50cm
1.0,0.6931471805599453,50-100cm
0.7,0.5306282510621704,50-100cm
11.2,2.501435951739211,0-20cm
5.6,1.8870696490323797,20-50cm
2.5,1.252762968495368,50-100cm
2.4,1.2237754316221157,>100cm
20.9,3.086486636822455,0-20cm
8.5,2.2512917986064953,20-50cm
15.3,2.791165107812717,20-50cm
8.0,2.1972245773362196,50-100cm
4.7,1.7404661748405046,0-20cm
2.9,1.3609765531356006,20-50cm
2.1,1.1314021114911006,50-100cm
1.3,0.832909122935104,50-100cm
7.0,2.0794415416798357,0-20cm
2.3,1.1939224684724346,0-20cm
2.4,1.2237754316221157,20-50cm
2.3,1.1939224684724346,50-100cm
1.7,0.9932517730102833,>100cm
12.8,2.624668592163159,0-20cm
9.0,2.302585092994046,0-20cm
7.8,2.174751721484161,20-50cm
7.8,2.174751721484161,50-100cm
9.2,2.322387720290225,0-20cm
8.1,2.2082744135228043,0-20cm
6.1,1.9600947840472698,20-50cm
5.6,1.8870696490323797,50-100cm
5.3,1.840549633397487,50-100cm
5.6,1.8870696490323797,0-20cm
1.4,0.8754687373538999,20-50cm
0.5,0.4054651081081644,50-100cm
2.3,1.1939224684724346,50-100cm
0.8,0.5877866649021191,>100cm
8.9,2.2925347571405443,0-20cm
17.6,2.9231615807191558,20-50cm
7.7,2.1633230256605382,20-50cm
7.0,2.0794415416798357,50-100cm
8.2,2.2192034840549946,50-100cm
3.5,1.5040773967762742,0-20cm
3.6,1.5260563034950494,0-20cm
3.8,1.5686159179138452,20-50cm
3.3,1.4586150226995167,50-100cm
3.5,1.5040773967762742,50-100cm
10.8,2.468099531471619,0-20cm
