cv_type,seed,fold,model,n_train,n_test,R2_all,RMSE_all,MAE_all,R2_surface,RMSE_surface,R2_deep,RMSE_deep,R2_0-20cm,RMSE_0-20cm,R2_20-50cm,RMSE_20-50cm,R2_50-100cm,RMSE_50-100cm,R2_>100cm,RMSE_>100cm
Random_5fold,20260726,4,LinearReg,15956,3988,0.5396132188141114,0.5584310052810129,0.4319305351822335,0.49743728240785445,0.5166929475912879,0.40869923037020384,0.5752652376091276,0.5142016498575425,0.5343037379318398,0.4067032451660543,0.55720170975517,0.20691740827949912,0.6049893597152899,0.11941341793109284,0.5565911454962634
Random_5fold,20260726,4,Ridge,15956,3988,0.5384875247764261,0.5591132996972071,0.4329027256063835,0.4938961377473383,0.5185101065695387,0.4081868969959922,0.5755144033309124,0.511219158162684,0.535941370176734,0.40684884305584357,0.5571333355643956,0.20820939323325882,0.6044963746513454,0.11343959002748139,0.5584758889912252
Random_5fold,20260726,4,RF,15956,3988,0.6919714339180123,0.45677633709518556,0.33877416914053543,0.6556047413228,0.42772632667052923,0.6076708570183711,0.46858587563819,0.6828066869412277,0.4317399195539206,0.5961129785883179,0.45973376630851426,0.44748799784264126,0.5049628010605544,0.4668303678929909,0.43309479455687
Random_5fold,20260726,4,XGBoost,15956,3988,0.717518326456038,0.4374246361516031,0.3266136357555853,0.6589186007357279,0.42566350627990196,0.650402162370114,0.4423319172551517,0.7018831164524637,0.4185559123594792,0.6414045094940357,0.4331904421443628,0.49122244465561105,0.48456551114011587,0.5377091603207986,0.40328113365551566
Random_5fold,20260727,0,Mean,15955,3989,-0.00013627156120432637,0.8325529746702266,0.6687744983660389,-0.49984484150946695,0.9259297840027584,-0.0717241930405852,0.7912399873349648,-0.23265050016272415,0.8860941784358053,-0.027766713746886218,0.7662759061833286,-0.47334625931288077,0.7877078793405894,-0.6523559330148798,0.8737092190410171
Random_5fold,20260727,0,LinearReg,15955,3989,0.5223051009212136,0.5753837465878449,0.4478026046866988,0.5009710503328413,0.5340940718210542,0.40122464697829874,0.5914236235335829,0.5099851693678742,0.5586817918455275,0.3740088844523294,0.5980286371199132,0.24196154437409567,0.5650129427968187,0.11648428827116342,0.6388843570901028
Random_5fold,20260727,0,Ridge,15955,3989,0.5200393586255279,0.5767466762488497,0.44849723622250215,0.4969752397488082,0.5362280999782791,0.399035797592018,0.592503624845425,0.5070368408271215,0.560360013712272,0.3743895895395616,0.5978467598017835,0.24331152615237928,0.5645096061450573,0.07865173605368125,0.6524196412170978
Random_5fold,20260727,0,RF,15955,3989,0.6983106903870618,0.4572589855170518,0.3447314171120268,0.7017165661293908,0.4129233616011017,0.6150940590778387,0.47418085699163626,0.7135690151513241,0.4271396655619373,0.5804184405191596,0.4896052800345768,0.4779491359188238,0.4688880739896302,0.4944423399269039,0.48328182607004283
Random_5fold,20260727,0,XGBoost,15955,3989,0.7215468781294251,0.43929709722223403,0.3338406638121302,0.7204279170992309,0.3997622568740703,0.6464436633757655,0.45446037520691945,0.7349377746753021,0.41089780854871777,0.6217868070982709,0.46484293353350215,0.5071112348589497,0.4556036941401601,0.5272228130325776,0.46735121090683795
Random_5fold,20260727,1,Mean,15955,3989,-0.00022502065106255742,0.8160985430197053,0.6576243984434176,-0.4288859699616654,0.9101615511863801,-0.08249758866951562,0.7757824169630356,-0.22331752236278368,0.8736198548182237,-0.055667668996816744,0.708964438176256,-0.42892477754507174,0.8112723734147328,-1.1395272360829556,0.830709001213455
Random_5fold,20260727,1,LinearReg,15955,3989,0.4990274720803689,0.5775647784388637,0.4443270211808616,0.47483861521686377,0.5517801738450192,0.3793024945569381,0.5874439877254564,0.46736883601610557,0.5764560268369905,0.3241702856994606,0.5672565015248398,0.247502704393193,0.5887277069955034,-0.07075422015672195,0.5876718714806356
Random_5fold,20260727,1,Ridge,15955,3989,0.4985429337319939,0.5778440199471024,0.44482439597527945,0.4710467919495749,0.5537686005090384,0.38005559967859937,0.5870875005889277,0.46484826128504897,0.5778184006867816,0.32480965143038865,0.5669881127727382,0.24946493577150342,0.5879596151594549,-0.06553113259687038,0.5862368017361829
Random_5fold,20260727,1,RF,15955,3989,0.6780996594621027,0.46297171991303104,0.3450650611439857,0.6720446381725594,0.43604073909197977,0.5972600165058007,0.47319357295860065,0.666784141483086,0.45594843423074455,0.5767232138977949,0.44892425066209884,0.4580415683642467,0.49962595592688996,0.45002700936150375,0.42117316023179274
