Samples,Profile,Latitude,Longitude,Upper_depth_cm,Lower_depth_cm,SOC_g_kg,pH,CLCD,Time,log_SOC,is_surface,grid_lat,grid_lon,grid_id,depth_bin
19479,5616,19.55285,109.50704,0,20,8.02,4.65,Forest,2018,2.199444334074532,1,3,21,3021,0-20cm
19480,5617,29.154678,92.56095,0,20,16.5,7.51,Forest,2022,2.8622008809294686,1,5,18,5018,0-20cm
19481,5617,29.154678,92.56095,20,40,17.4,7.33,Forest,2022,2.91235066461494,0,5,18,5018,20-50cm
19482,5618,29.145639,92.535658,20,40,17.8,7.61,Forest,2022,2.9338568698359038,0,5,18,5018,20-50cm
19483,5618,29.145639,92.535658,0,20,20.7,7.52,Forest,2022,3.077312260546414,1,5,18,5018,0-20cm
19484,5619,29.152833,92.582594,0,20,51.4,7.18,Forest,2022,3.9589065913269965,1,5,18,5018,0-20cm
19485,5619,29.152833,92.582594,20,40,38.0,7.41,Forest,2022,3.6635616461296463,0,5,18,5018,20-50cm
19486,5620,29.145719,92.540528,20,40,39.3,7.06,Forest,2022,3.696351468952637,0,5,18,5018,20-50cm
19487,5620,29.145719,92.540528,0,20,38.9,7.42,Forest,2022,3.686376323895818,1,5,18,5018,0-20cm
19488,5621,29.080989,92.731169,0,20,32.8,7.36,Forest,2022,3.520460802488973,1,5,18,5018,0-20cm
19489,5621,29.080989,92.731169,20,40,23.9,7.25,Forest,2022,3.214867803470662,0,5,18,5018,20-50cm
19490,5622,29.67805556,91.1075,0,20,0.827466667,7.642344971,Forest,2019,0.6029306728037691,1,5,18,5018,0-20cm
19491,5623,29.67444444,91.10638889,0,20,1.770666667,7.661110077,Forest,2019,1.0190879652491245,1,5,18,5018,0-20cm
19492,5624,29.67166667,91.10555556,0,20,6.701733333,7.771932373,Forest,2019,2.0414454117084113,1,5,18,5018,0-20cm
19493,5625,29.66666667,91.11027778,0,20,5.462966667,8.148969879,Forest,2019,1.866088448755467,1,5,18,5018,0-20cm
19494,5626,29.66916667,91.11527778,0,20,1.994266667,8.164532471,Forest,2019,1.0966993491654635,1,5,18,5018,0-20cm
19495,5627,45.6611,129.0814,0,10,101.5,5.98,Forest,2015,4.629862798578463,1,9,25,9025,0-20cm
19496,5628,44.0631,127.9364,0,10,141.3,5.39,Forest,2015,4.957937505095806,1,8,25,8025,0-20cm
19497,5629,41.3206,124.9028,0,10,160.3,5.56,Forest,2015,5.083265985131163,1,8,24,8024,0-20cm
19498,5630,40.9142,124.7883,0,10,94.6,4.78,Forest,2015,4.560172820057356,1,8,24,8024,0-20cm
19499,5631,42.385,128.0869,0,10,117.8,5.22,Forest,2015,4.777441406928545,1,8,25,8025,0-20cm
19500,5632,48.7508,129.775,0,10,113.8,5.18,Forest,2015,4.743191483885466,1,9,25,9025,0-20cm
19501,5633,47.2131,128.8764,0,10,178.0,5.66,Forest,2015,5.187385805840755,1,9,25,9025,0-20cm
19502,5634,46.5814,129.3461,0,10,147.3,5.64,Forest,2015,4.999237249143887,1,9,25,9025,0-20cm
19503,5635,43.1786,126.2306,0,10,147.5,5.67,Forest,2015,5.000584958242754,1,8,25,8025,0-20cm
19504,5636,42.4831,127.8639,0,10,123.7,4.99,Forest,2015,4.825910852685991,1,8,25,8025,0-20cm
19505,5637,41.8339,124.9131,0,10,83.8,5.28,Forest,2015,4.440295542797857,1,8,24,8024,0-20cm
19507,5639,49.4783,126.775,0,10,118.9,5.07,Forest,2015,4.786658062033468,1,9,25,9025,0-20cm
19508,5640,42.40972222,117.3211111,10,20,17.9,6.8,Forest,2012,2.9391619220655967,0,8,23,8023,0-20cm
19509,5640,42.40972222,117.3211111,30,40,15.1,6.9,Forest,2012,2.7788192719904172,0,8,23,8023,20-50cm
19510,5640,42.40972222,117.3211111,40,50,12.1,6.9,Forest,2012,2.5726122302071057,0,8,23,8023,20-50cm
19511,5640,42.40972222,117.3211111,0,10,23.5,6.1,Forest,2012,3.1986731175506815,1,8,23,8023,0-20cm
19512,5640,42.40972222,117.3211111,20,30,17.4,6.8,Forest,2012,2.91235066461494,0,8,23,8023,20-50cm
19513,5641,42.58,117.2438889,0,10,43.4,6.6,Forest,2012,3.7932394694381792,1,8,23,8023,0-20cm
19514,5641,42.58,117.2438889,10,20,27.1,6.3,Forest,2012,3.3357695763397,0,8,23,8023,0-20cm
19515,5641,42.58,117.2438889,30,40,19.0,6.6,Forest,2012,2.995732273553991,0,8,23,8023,20-50cm
19516,5641,42.58,117.2438889,20,30,22.2,6.4,Forest,2012,3.1441522786722644,0,8,23,8023,20-50cm
19517,5641,42.58,117.2438889,40,50,19.1,6.5,Forest,2012,3.0007198150650303,0,8,23,8023,20-50cm
19518,5642,42.42138889,117.1588889,10,20,12.5,7.2,Forest,2012,2.6026896854443837,0,8,23,8023,0-20cm
19519,5642,42.42138889,117.1588889,40,50,5.2,7.4,Forest,2012,1.824549292051046,0,8,23,8023,20-50cm
19520,5642,42.42138889,117.1588889,30,40,8.6,7.4,Forest,2012,2.2617630984737906,0,8,23,8023,20-50cm
19521,5642,42.42138889,117.1588889,20,30,11.1,7.2,Forest,2012,2.4932054526026954,0,8,23,8023,20-50cm
19522,5642,42.42138889,117.1588889,0,10,13.4,7.0,Forest,2012,2.667228206581955,1,8,23,8023,0-20cm
19523,5643,42.15916667,117.4191667,30,40,15.6,5.7,Grassland,2012,2.8094026953624973,0,8,23,8023,20-50cm
19524,5643,42.15916667,117.4191667,20,30,15.8,6.5,Grassland,2012,2.8213788864092133,0,8,23,8023,20-50cm
19525,5643,42.15916667,117.4191667,10,20,15.8,6.7,Grassland,2012,2.8213788864092133,0,8,23,8023,0-20cm
19526,5643,42.15916667,117.4191667,0,10,20.1,6.1,Grassland,2012,3.0492730404820207,1,8,23,8023,0-20cm
19527,5643,42.15916667,117.4191667,40,50,13.4,5.8,Grassland,2012,2.667228206581955,0,8,23,8023,20-50cm
19528,5644,25.68194,100.10539,0,5,1.808,4.88,Forest,2023,1.0324724861635648,1,5,20,5020,0-20cm
19529,5644,25.68194,100.10539,5,10,1.621,4.81,Forest,2023,0.9635559243412692,0,5,20,5020,0-20cm
19530,5644,25.68194,100.10539,10,20,1.637,4.95,Forest,2023,0.9696419073711496,0,5,20,5020,0-20cm
19531,5644,25.68194,100.10539,20,30,1.619,5.12,Forest,2023,0.9627925655255748,0,5,20,5020,20-50cm
19532,5645,25.68004,100.09923,0,5,1.825,4.37,Forest,2023,1.0385083645984043,1,5,20,5020,0-20cm
19533,5645,25.68004,100.09923,5,10,1.607,4.39,Forest,2023,0.9582001349513647,0,5,20,5020,0-20cm
19534,5645,25.68004,100.09923,20,30,1.21,4.54,Forest,2023,0.7929925155296614,0,5,20,5020,20-50cm
19535,5645,25.68004,100.09923,10,20,1.338,4.44,Forest,2023,0.8492958630498767,0,5,20,5020,0-20cm
19536,5646,26.3244,106.4862,0,40,33.48,6.69,Cropland,2022,3.5403794457954922,0,5,21,5021,0-20cm
19537,5647,26.3221,106.4851,0,40,26.43,6.76,Cropland,2022,3.311637304949512,0,5,21,5021,0-20cm
19538,5648,26.3209,106.4783,0,40,31.94,7.07,Forest,2022,3.4946877247494945,0,5,21,5021,0-20cm
19539,5649,26.3485,106.5393,0,40,28.48,6.62,Cropland,2022,3.383712067321136,0,5,21,5021,0-20cm
19540,5650,26.3163,106.48,0,40,17.16,5.48,Cropland,2022,2.8992213731731473,0,5,21,5021,0-20cm
19541,5651,25.68432,100.11051,20,30,1.672,5.4,Forest,2023,0.9828272556743992,0,5,20,5020,20-50cm
19542,5651,25.68432,100.11051,10,20,1.706,5.58,Forest,2023,0.9954715297485963,0,5,20,5020,0-20cm
19543,5651,25.68432,100.11051,0,5,1.514,5.92,Forest,2023,0.9218751101680557,1,5,20,5020,0-20cm
19544,5651,25.68432,100.11051,5,10,1.669,5.55,Forest,2023,0.981703870422387,0,5,20,5020,0-20cm
19545,5652,25.68973,100.12315,10,20,1.68,5.21,Forest,2023,0.9858167945227653,0,5,20,5020,0-20cm
19546,5652,25.68973,100.12315,0,5,2.751,4.71,Forest,2023,1.3220224710997504,1,5,20,5020,0-20cm
19547,5652,25.68973,100.12315,5,10,1.943,5.02,Forest,2023,1.0794294692513358,0,5,20,5020,0-20cm
19548,5652,25.68973,100.12315,20,30,1.611,5.3,Forest,2023,0.9597332897169918,0,5,20,5020,20-50cm
19549,5653,25.69346,100.12874,0,5,1.93,4.38,Forest,2023,1.0750024230289759,1,5,20,5020,0-20cm
19550,5653,25.69346,100.12874,10,20,1.255,5.05,Forest,2023,0.8131499729546416,0,5,20,5020,0-20cm
19551,5653,25.69346,100.12874,20,30,1.172,5.14,Forest,2023,0.775648402071689,0,5,20,5020,20-50cm
19552,5653,25.69346,100.12874,5,10,1.536,4.78,Forest,2023,0.9305880365749795,0,5,20,5020,0-20cm
19553,5654,25.6875,100.11932,5,10,2.303,5.55,Forest,2023,1.1948311464086525,0,5,20,5020,0-20cm
19554,5654,25.6875,100.11932,10,20,1.859,5.63,Forest,2023,1.0504719133401748,0,5,20,5020,0-20cm
19555,5654,25.6875,100.11932,20,30,1.826,5.52,Forest,2023,1.0388622842623356,0,5,20,5020,20-50cm
19556,5654,25.6875,100.11932,0,5,3.724,5.64,Forest,2023,1.552655898335116,1,5,20,5020,0-20cm
19557,5655,25.68492,100.11254,0,5,1.636,6.6,Forest,2023,0.9692626166402607,1,5,20,5020,0-20cm
19558,5655,25.68492,100.11254,5,10,1.392,6.79,Forest,2023,0.8721298360883852,0,5,20,5020,0-20cm
19559,5655,25.68492,100.11254,10,20,1.374,6.65,Forest,2023,0.8645762961874763,0,5,20,5020,0-20cm
19560,5655,25.68492,100.11254,20,30,1.257,6.72,Forest,2023,0.8140364978353986,0,5,20,5020,20-50cm
19561,5656,35.23,107.7,100,200,3.9,8.385449829,Grassland,2018,1.589235205116581,0,7,21,7021,>100cm
19562,5656,35.23,107.7,0,20,11.2,8.208279877,Grassland,2018,2.501435951739211,1,7,21,7021,0-20cm
19563,5656,35.23,107.7,20,40,7.2,8.260480041,Grassland,2018,2.1041341542702074,0,7,21,7021,20-50cm
19564,5656,35.23,107.7,40,60,5.6,8.282150269,Grassland,2018,1.8870696490323797,0,7,21,7021,20-50cm
19565,5656,35.23,107.7,60,100,5.7,8.309730225,Grassland,2018,1.9021075263969205,0,7,21,7021,50-100cm
19566,5656,35.23,107.7,100,200,5.1,8.385449829,Grassland,2018,1.8082887711792655,0,7,21,7021,>100cm
19567,5656,35.23,107.7,20,40,8.2,8.260480041,Grassland,2018,2.2192034840549946,0,7,21,7021,20-50cm
19568,5656,35.23,107.7,40,60,7.2,8.282150269,Grassland,2018,2.1041341542702074,0,7,21,7021,20-50cm
19569,5656,35.23,107.7,60,100,4.4,8.309730225,Grassland,2018,1.6863989535702288,0,7,21,7021,50-100cm
19570,5656,35.23,107.7,0,20,9.5,8.208279877,Grassland,2018,2.3513752571634776,1,7,21,7021,0-20cm
19571,5657,35.23,107.68,0,20,6.7,8.322462464,Grassland,2018,2.0412203288596382,1,7,21,7021,0-20cm
19572,5657,35.23,107.68,20,40,5.6,8.369144898,Grassland,2018,1.8870696490323797,0,7,21,7021,20-50cm
19573,5657,35.23,107.68,40,60,3.2,8.366129761,Grassland,2018,1.4350845252893227,0,7,21,7021,20-50cm
19574,5657,35.23,107.68,60,100,2.7,8.435540161,Grassland,2018,1.308332819650179,0,7,21,7021,50-100cm
19575,5657,35.23,107.68,100,200,2.5,8.5228302,Grassland,2018,1.252762968495368,0,7,21,7021,>100cm
19576,5657,35.23,107.68,0,20,7.7,8.322462464,Grassland,2018,2.1633230256605382,1,7,21,7021,0-20cm
19577,5657,35.23,107.68,20,40,5.9,8.369144898,Grassland,2018,1.9315214116032138,0,7,21,7021,20-50cm
19578,5657,35.23,107.68,40,60,5.5,8.366129761,Grassland,2018,1.8718021769015913,0,7,21,7021,20-50cm
19579,5657,35.23,107.68,60,100,5.4,8.435540161,Grassland,2018,1.8562979903656263,0,7,21,7021,50-100cm
19580,5657,35.23,107.68,100,200,4.4,8.5228302,Grassland,2018,1.6863989535702288,0,7,21,7021,>100cm
19581,5658,36.68,109.38,100,200,2.8,8.656760254,Grassland,2018,1.33500106673234,0,7,21,7021,>100cm
19582,5658,36.68,109.38,60,100,2.6,8.814979858,Grassland,2018,1.2809338454620642,0,7,21,7021,50-100cm
19583,5658,36.68,109.38,20,40,3.3,8.824239807,Grassland,2018,1.4586150226995167,0,7,21,7021,20-50cm
19584,5658,36.68,109.38,40,60,2.7,8.814619751,Grassland,2018,1.308332819650179,0,7,21,7021,20-50cm
19585,5658,36.68,109.38,0,20,5.7,8.745457611,Grassland,2018,1.9021075263969205,1,7,21,7021,0-20cm
19586,5658,36.68,109.38,20,40,3.2,8.824239807,Grassland,2018,1.4350845252893227,0,7,21,7021,20-50cm
19587,5658,36.68,109.38,40,60,2.4,8.814619751,Grassland,2018,1.2237754316221157,0,7,21,7021,20-50cm
19588,5658,36.68,109.38,60,100,2.0,8.814979858,Grassland,2018,1.0986122886681098,0,7,21,7021,50-100cm
19589,5658,36.68,109.38,0,20,5.7,8.745457611,Grassland,2018,1.9021075263969205,1,7,21,7021,0-20cm
19590,5658,36.68,109.38,100,200,2.7,8.656760254,Grassland,2018,1.308332819650179,0,7,21,7021,>100cm
19591,5659,36.67,109.34,0,20,3.3,8.50943512,Forest,2018,1.4586150226995167,1,7,21,7021,0-20cm
19592,5659,36.67,109.34,20,40,2.0,8.576134949,Forest,2018,1.0986122886681098,0,7,21,7021,20-50cm
19593,5659,36.67,109.34,40,60,2.0,8.570339966,Forest,2018,1.0986122886681098,0,7,21,7021,20-50cm
19594,5659,36.67,109.34,60,100,2.0,8.547199707,Forest,2018,1.0986122886681098,0,7,21,7021,50-100cm
19595,5659,36.67,109.34,100,200,1.9,8.588400269,Forest,2018,1.0647107369924282,0,7,21,7021,>100cm
19596,5660,35.17,109.53,0,20,9.2,8.630437317,Cropland,2018,2.322387720290225,1,7,21,7021,0-20cm
19597,5660,35.17,109.53,20,40,5.1,8.684709778,Cropland,2018,1.8082887711792655,0,7,21,7021,20-50cm
19598,5660,35.17,109.53,40,60,3.1,8.642089844,Cropland,2018,1.410986973710262,0,7,21,7021,20-50cm
19599,5660,35.17,109.53,60,100,2.8,8.62059021,Cropland,2018,1.33500106673234,0,7,21,7021,50-100cm
19600,5660,35.17,109.53,40,60,3.4,8.642089844,Cropland,2018,1.4816045409242156,0,7,21,7021,20-50cm
19601,5660,35.17,109.53,100,200,2.6,8.531270142,Cropland,2018,1.2809338454620642,0,7,21,7021,>100cm
19602,5660,35.17,109.53,0,20,8.4,8.630437317,Cropland,2018,2.2407096892759584,1,7,21,7021,0-20cm
19603,5660,35.17,109.53,100,200,2.6,8.531270142,Cropland,2018,1.2809338454620642,0,7,21,7021,>100cm
19604,5660,35.17,109.53,60,100,2.6,8.62059021,Cropland,2018,1.2809338454620642,0,7,21,7021,50-100cm
19605,5660,35.17,109.53,20,40,4.4,8.684709778,Cropland,2018,1.6863989535702288,0,7,21,7021,20-50cm
19606,5661,37.47,110.07,0,20,4.0,8.176052399,Forest,2018,1.6094379124341003,1,7,22,7022,0-20cm
19607,5661,37.47,110.07,20,40,2.9,8.317460022,Forest,2018,1.3609765531356006,0,7,22,7022,20-50cm
19608,5661,37.47,110.07,40,60,2.4,8.328060303,Forest,2018,1.2237754316221157,0,7,22,7022,20-50cm
19609,5661,37.47,110.07,100,200,2.0,8.157960205,Forest,2018,1.0986122886681098,0,7,22,7022,>100cm
19610,5661,37.47,110.07,60,100,2.0,8.28309021,Forest,2018,1.0986122886681098,0,7,22,7022,50-100cm
19611,5662,37.44,110.06,0,20,3.5,8.299707337,Forest,2018,1.5040773967762742,1,7,22,7022,0-20cm
19612,5662,37.44,110.06,20,40,3.3,8.564649964,Forest,2018,1.4586150226995167,0,7,22,7022,20-50cm
19613,5662,37.44,110.06,40,60,2.3,8.612050171,Forest,2018,1.1939224684724346,0,7,22,7022,20-50cm
19614,5662,37.44,110.06,60,100,2.4,8.558280029,Forest,2018,1.2237754316221157,0,7,22,7022,50-100cm
19615,5662,37.44,110.06,100,200,2.4,8.361409912,Forest,2018,1.2237754316221157,0,7,22,7022,>100cm
19616,5662,37.44,110.06,0,20,1.4,8.299707337,Forest,2018,0.8754687373538999,1,7,22,7022,0-20cm
19617,5662,37.44,110.06,20,40,1.6,8.564649964,Forest,2018,0.9555114450274363,0,7,22,7022,20-50cm
19618,5662,37.44,110.06,40,60,1.3,8.612050171,Forest,2018,0.832909122935104,0,7,22,7022,20-50cm
19619,5662,37.44,110.06,60,100,1.7,8.558280029,Forest,2018,0.9932517730102833,0,7,22,7022,50-100cm
19620,5662,37.44,110.06,100,200,2.0,8.361409912,Forest,2018,1.0986122886681098,0,7,22,7022,>100cm
19621,5663,37.44,110.05,0,20,1.7,8.34477005,Forest,2018,0.9932517730102833,1,7,22,7022,0-20cm
19622,5663,37.44,110.05,20,40,2.2,8.572879944,Forest,2018,1.1631508098056809,0,7,22,7022,20-50cm
19623,5663,37.44,110.05,40,60,1.6,8.605650024,Forest,2018,0.9555114450274363,0,7,22,7022,20-50cm
19624,5663,37.44,110.05,60,100,1.3,8.531329956,Forest,2018,0.832909122935104,0,7,22,7022,50-100cm
19625,5663,37.44,110.05,100,200,1.2,8.375009766,Forest,2018,0.7884573603642702,0,7,22,7022,>100cm
19626,5664,35.16,109.54,100,200,3.8,8.402839966,Cropland,2018,1.5686159179138452,0,7,21,7021,>100cm
19627,5664,35.16,109.54,60,100,3.5,8.451480103,Cropland,2018,1.5040773967762742,0,7,21,7021,50-100cm
19628,5664,35.16,109.54,40,60,4.9,8.438129883,Cropland,2018,1.7749523509116738,0,7,21,7021,20-50cm
19629,5664,35.16,109.54,20,40,10.7,8.465444946,Cropland,2018,2.4595888418037104,0,7,21,7021,20-50cm
19630,5664,35.16,109.54,0,20,16.2,8.435077362,Cropland,2018,2.8449093838194073,1,7,21,7021,0-20cm
19631,5665,36.67,109.37,100,200,1.6,8.212999878,Forest,2018,0.9555114450274363,0,7,21,7021,>100cm
19632,5665,36.67,109.37,60,100,1.7,8.23184021,Forest,2018,0.9932517730102833,0,7,21,7021,50-100cm
19633,5665,36.67,109.37,40,60,1.5,8.107890015,Forest,2018,0.9162907318741551,0,7,21,7021,20-50cm
19634,5665,36.67,109.37,20,40,1.9,8.049324952,Forest,2018,1.0647107369924282,0,7,21,7021,20-50cm
19635,5665,36.67,109.37,0,20,3.4,7.98321991,Forest,2018,1.4816045409242156,1,7,21,7021,0-20cm
19636,5666,39.98967,112.323,0,10,7.2,9.1,Forest,2020,2.1041341542702074,1,7,22,7022,0-20cm
19637,5667,37.30983,106.92767,0,10,9.9,9.0,Forest,2020,2.388762789235098,1,7,21,7021,0-20cm
19638,5668,43.91567,117.1225,0,10,21.3,8.1,Forest,2020,3.104586678466073,1,8,23,8023,0-20cm
19639,5669,41.42133,106.97017,0,10,3.9,9.5,Forest,2020,1.589235205116581,1,8,21,8021,0-20cm
19640,5670,49.32967,119.99883,0,10,43.2,7.2,Forest,2020,3.7887247890836524,1,9,23,9023,0-20cm
19641,5671,38.01983,101.50617,0,10,54.1,6.7,Forest,2020,4.009149716158869,1,7,20,7020,0-20cm
19642,5672,31.395,90.31133,0,10,11.3,7.4,Forest,2020,2.509599262378372,1,6,18,6018,0-20cm
19643,5673,30.49817,91.06217,0,10,22.7,6.8,Forest,2020,3.1654750481410856,1,6,18,6018,0-20cm
19644,5674,32.073,92.02433,0,10,43.0,6.8,Forest,2020,3.784189633918261,1,6,18,6018,0-20cm
19645,5117,33.22707,102.61436,0,10,12.5,7.130749817,Forest,2018,2.6026896854443837,1,6,20,6020,0-20cm
19646,5117,33.22707,102.61436,20,30,8.91,7.375789795,Forest,2018,2.2935443483418965,0,6,20,6020,20-50cm
19647,5117,33.22707,102.61436,10,20,11.97,7.262469788,Forest,2018,2.5626389983283526,0,6,20,6020,0-20cm
19648,5120,33.22692,102.61429,0,10,7.99,7.153910217,Forest,2018,2.196112848483529,1,6,20,6020,0-20cm
19649,5120,33.22692,102.61429,10,20,4.46,7.28486023,Forest,2018,1.6974487897568136,0,6,20,6020,0-20cm
19650,5120,33.22692,102.61429,20,30,2.39,7.394650269,Forest,2018,1.220829921392359,0,6,20,6020,20-50cm
19651,5115,33.22709,102.61424,20,30,13.03,7.380319824,Forest,2018,2.6411978941143697,0,6,20,6020,20-50cm
19652,5115,33.22709,102.61424,10,20,9.98,7.266000061,Forest,2018,2.3960754360813845,0,6,20,6020,0-20cm
19653,5115,33.22709,102.61424,0,10,14.5,7.133085022,Forest,2018,2.740840023925201,1,6,20,6020,0-20cm
19654,5675,33.227,102.61413,0,10,12.37,7.150190125,Forest,2018,2.5930133911138515,1,6,20,6020,0-20cm
19655,5675,33.227,102.61413,10,20,7.71,7.283325195,Forest,2018,2.1644717908644115,0,6,20,6020,0-20cm
19656,5675,33.227,102.61413,20,30,6.92,7.39585022,Forest,2018,2.0693912058263346,0,6,20,6020,20-50cm
19657,5116,33.22718,102.6142,0,10,8.51,7.122399902,Forest,2018,2.252343876557299,1,6,20,6020,0-20cm
19658,5116,33.22718,102.6142,10,20,5.72,7.256400147,Forest,2018,1.9050881545350582,0,6,20,6020,0-20cm
19659,5116,33.22718,102.6142,20,30,3.99,7.373140259,Forest,2018,1.6074359097634274,0,6,20,6020,20-50cm
19660,5122,33.22712,102.61416,10,20,4.92,7.266069947,Forest,2018,1.7783364488959144,0,6,20,6020,0-20cm
19661,5122,33.22712,102.61416,20,30,4.26,7.381459961,Forest,2018,1.6601310267496185,0,6,20,6020,20-50cm
19662,5122,33.22712,102.61416,0,10,7.57,7.132250061,Forest,2018,2.1482677326096886,1,6,20,6020,0-20cm
19663,5121,33.22705,102.61424,20,30,1.73,7.38440979,Forest,2018,1.0043016091968684,0,6,20,6020,20-50cm
19664,5121,33.22705,102.61424,0,10,3.72,7.138529969,Forest,2018,1.551808799597464,1,6,20,6020,0-20cm
19665,5121,33.22705,102.61424,10,20,2.39,7.271099854,Forest,2018,1.220829921392359,0,6,20,6020,0-20cm
19666,5676,49.12,125.6,0,17,33.96,5.64,Cropland,2016,3.5542045507873348,1,9,25,9025,0-20cm
19667,5676,49.12,125.6,17,24,23.13,5.88,Cropland,2016,3.1834558796369405,0,9,25,9025,0-20cm
19668,5676,49.12,125.6,24,60,13.87,5.78,Cropland,2016,2.6993457604720636,0,9,25,9025,20-50cm
19669,5677,47.2,127.03,17,34,24.2,6.75,Cropland,2016,3.2268439945173775,0,9,25,9025,0-20cm
19670,5677,47.2,127.03,0,17,33.83,6.41,Cropland,2016,3.5504790843779097,1,9,25,9025,0-20cm
19671,5677,47.2,127.03,34,60,14.62,6.56,Cropland,2016,2.7485521444115397,0,9,25,9025,20-50cm
19672,5678,48.64,126.21,0,15,31.25,5.92,Cropland,2016,3.4735180432417816,1,9,25,9025,0-20cm
19673,5678,48.64,126.21,23,60,13.92,6.14,Cropland,2016,2.702702594775615,0,9,25,9025,20-50cm
19674,5678,48.64,126.21,15,23,22.81,6.27,Cropland,2016,3.170105660498771,0,9,25,9025,0-20cm
19675,5679,43.61,124.95,34,61,9.0,6.99,Cropland,2016,2.302585092994046,0,8,24,8024,20-50cm
19676,5679,43.61,124.95,13,34,10.96,6.36,Cropland,2016,2.481567748522486,0,8,24,8024,0-20cm
19677,5679,43.61,124.95,0,13,14.19,5.9,Cropland,2016,2.7206373166076814,1,8,24,8024,0-20cm
19678,5680,44.39,125.68,34,60,13.26,8.1,Cropland,2016,2.65745841498615,0,8,25,8025,20-50cm
19679,5680,44.39,125.68,13,34,16.17,7.28,Cropland,2016,2.843163674909384,0,8,25,8025,0-20cm
19680,5680,44.39,125.68,0,13,17.9,6.71,Cropland,2016,2.9391619220655967,1,8,25,8025,0-20cm
19681,5681,44.92,126.07,25,60,6.67,7.5,Cropland,2016,2.0373166153791646,0,8,25,8025,20-50cm
19682,5681,44.92,126.07,10,25,10.24,6.5,Cropland,2016,2.419478844465545,0,8,25,8025,0-20cm
19683,5681,44.92,126.07,0,10,13.43,5.57,Cropland,2016,2.6693093727857793,1,8,25,8025,0-20cm
19684,5682,45.12,126.19,29,60,6.07,8.36,Cropland,2016,1.9558604799084813,0,9,25,9025,20-50cm
19685,5682,45.12,126.19,11,29,11.53,8.6,Cropland,2016,2.528125768907977,0,9,25,9025,0-20cm
19686,5682,45.12,126.19,0,11,16.08,8.4,Cropland,2016,2.837908188360424,1,9,25,9025,0-20cm
19687,5683,45.36,126.34,31,60,14.09,7.52,Cropland,2016,2.7140322727797574,0,9,25,9025,20-50cm
19688,5683,45.36,126.34,14,31,18.91,6.68,Cropland,2016,2.991222118076105,0,9,25,9025,0-20cm
19689,5683,45.36,126.34,0,14,20.01,6.38,Cropland,2016,3.044998514856909,1,9,25,9025,0-20cm
19690,5684,45.63,126.52,24,60,6.34,7.01,Forest,2016,1.9933388426264242,0,9,25,9025,20-50cm
19691,5684,45.63,126.52,14,24,12.81,6.26,Forest,2016,2.6253929674212007,0,9,25,9025,0-20cm
19692,5684,45.63,126.52,0,14,14.64,5.4,Forest,2016,2.7498317351171653,1,9,25,9025,0-20cm
19693,5685,46.17,126.67,29,60,12.29,6.96,Cropland,2016,2.587011872725154,0,9,25,9025,20-50cm
19694,5685,46.17,126.67,13,29,18.33,6.34,Cropland,2016,2.9616582932202395,0,9,25,9025,0-20cm
19695,5685,46.17,126.67,0,13,20.08,6.19,Cropland,2016,3.0483247236731614,1,9,25,9025,0-20cm
19696,5686,43.38,124.46,14,34,9.79,7.0,Cropland,2016,2.378619779270043,0,8,24,8024,0-20cm
19697,5686,43.38,124.46,0,14,18.64,6.13,Cropland,2016,2.97756830292632,1,8,24,8024,0-20cm
19698,5686,43.38,124.46,34,60,5.7,6.77,Cropland,2016,1.9021075263969205,0,8,24,8024,20-50cm
19699,5687,47.59,126.23,12,24,25.57,7.25,Cropland,2016,3.279782759771722,0,9,25,9025,0-20cm
19700,5687,47.59,126.23,0,12,26.76,7.05,Cropland,2016,3.3235961356386037,1,9,25,9025,0-20cm
19701,5687,47.59,126.23,24,60,15.16,7.55,Cropland,2016,2.7825390530929495,0,9,25,9025,20-50cm
19702,5688,48.01,126.25,0,11,28.36,7.37,Grassland,2016,3.3796332037463146,1,9,25,9025,0-20cm
19703,5688,48.01,126.25,11,20,22.24,7.75,Grassland,2016,3.1458749319837103,0,9,25,9025,0-20cm
19704,5688,48.01,126.25,20,60,12.27,7.74,Grassland,2016,2.5855058483441162,0,9,25,9025,20-50cm
19705,5689,48.31,126.45,0,14,34.98,5.99,Cropland,2016,3.582963228522387,1,9,25,9025,0-20cm
19706,5689,48.31,126.45,21,60,15.56,6.03,Cropland,2016,2.8069901489571136,0,9,25,9025,20-50cm
19707,5689,48.31,126.45,14,21,29.99,5.95,Cropland,2016,3.433664571799657,0,9,25,9025,0-20cm
19708,5690,47.39,126.83,0,19,29.63,6.14,Cropland,2016,3.421979920844684,1,9,25,9025,0-20cm
19709,5690,47.39,126.83,19,34,23.77,6.56,Cropland,2016,3.209633243501268,0,9,25,9025,0-20cm
19710,5690,47.39,126.83,34,61,12.9,6.56,Cropland,2016,2.631888840136646,0,9,25,9025,20-50cm
19711,5691,46.8,126.96,0,14,26.14,6.26,Cropland,2016,3.301008654406723,1,9,25,9025,0-20cm
19712,5691,46.8,126.96,14,32,23.06,6.54,Cropland,2016,3.180550710546533,0,9,25,9025,0-20cm
19713,5691,46.8,126.96,32,60,12.08,6.9,Cropland,2016,2.5710843460290524,0,9,25,9025,20-50cm
19714,5692,37.63626389,101.8519611,30,40,63.09,7.257800293,Forest,2019,4.160288345516135,0,7,20,7020,20-50cm
